index,435590.9:4554_4556,818.1357:3678_3680,28116.7:6251_6252,649756.3254:1284_1285;1289_1290,649756.3254:1290_1291,649756.3254:1287_1288,649756.3254:1280_1281,649756.3254:310_311,649756.3254:311_312,649756.3254:1264_1265,649756.3254:1265_1266,649756.3254:308_310;1261_1264,649756.3254:1268_1269,649756.3254:409_410;1066_1067,649756.3254:1294_1295,649756.3254:2491_2493,649756.3254:1266_1268,649756.3254:1269_1271,649756.3254:1558_1559,649756.3254:2844_2849,649756.3254:2808_2813,649756.3254:2593_2599;2601_2617,649756.3254:2592_2593,649756.3254:2599_2600,649756.3254:312_313,649756.3254:2466_2467;2467_2468,649756.3254:1291_1292,649756.3254:1217_1218;1429_1431,649756.3254:2546_2547,649756.3254:370_371;528_529,649756.3254:1953_1954,649756.3254:2379_2382,649756.3254:2657_2659,649756.3254:456_461,649756.3254:209_210;215_216,649756.3254:210_211,649756.3254:163_166;167_168,649756.3254:81_88,649756.3254:1292_1293,649756.3254:1295_1297,649756.3254:2801_2804;2804_2805,649756.3254:2722_2723,649756.3254:2882_2883,649756.3254:2932_2933,649756.3254:1281_1283,997890.6:4552_4553,46503.89:4241_4242,272559.17:1788_1789,272559.17:1789_1793,272559.17:1770_1773,272559.17:1350_1352,272559.17:1390_1392,272559.17:1392_1397,272559.17:1361_1368;1388_1390,272559.17:1371_1376,272559.17:1368_1371,272559.17:4782_4783;4783_4786,272559.17:4795_4798,272559.17:4790_4791,272559.17:4791_4793,272559.17:4793_4795,272559.17:2017_2025;2027_2033;2045_2072;2076_2079,272559.17:2073_2076,272559.17:2025_2027,272559.17:2036_2038,272559.17:2038_2039,272559.17:2042_2044,272559.17:2041_2042,449673.7:1313_1315,449673.7:684_686,537011.437:356_357,823.3647:737_738,214856.2506:2846_2848;2849_2851;2851_2853;2853_2854;2854_2856,214856.2506:1341_1343;1343_1345;1345_1346,214856.2506:630_633,214856.2506:1283_1286,214856.2506:1109_1110;1110_1111;3093_3095;3095_3097,214856.2506:1112_1113,214856.2506:420_421;421_423;423_425;425_430;447_448;607_611;984_989,214856.2506:1354_1356,214856.2506:665_666;666_667,214856.2506:634_637,214856.2506:650_652;663_665;668_669;674_675,214856.2506:638_639;639_641;641_642,214856.2506:652_654;654_659;660_662;662_663,214856.2506:605_607,214856.2506:599_601;601_603;603_605,214856.2506:2280_2281,214856.2506:1331_1332;1335_1336;2858_2860,214856.2506:2844_2845;2857_2858,214856.2506:2845_2846,214856.2506:1332_1335,214856.2506:431_433,214856.2506:433_435,214856.2506:732_734;734_736;736_737,214856.2506:737_738,214856.2506:1973_1976,214856.2506:2052_2054,214856.2506:2021_2030;2030_2039,214856.2506:2060_2062;2084_2086,214856.2506:1945_1946;1946_1960;1960_1969;1969_1973;1976_1985;1985_1994;1994_2003;2003_2012;2012_2021;2039_2048;2048_2052;2054_2060;2081_2084,214856.2506:2062_2066,214856.2506:2248_2251,214856.2506:2251_2255,214856.2506:2077_2079,214856.2506:2079_2080,214856.2506:2080_2081,997873.77:3335_3336,88431.1239:247_249;901_902;2436_2438;2438_2439,88431.1239:339_340;447_448;762_763;763_764;902_903;917_920;2400_2401;2432_2433;2433_2434;2439_2444;2446_2448;2649_2652;2877_2879,88431.1239:134_135;135_136;140_141,88431.1239:136_140;926_929;941_945;946_947;2652_2653,88431.1239:192_206;206_224;237_247;766_767;905_908;940_941;945_946;947_950;955_956;1875_1878;2416_2420,301302.3:3530_3531,536231.75:2200_2202,357276.1035:3570_3572;3572_3573,357276.1035:1417_1423,357276.1035:4246_4248;4248_4249,357276.1035:3565_3567;4086_4088;4088_4090,357276.1035:678_680;1519_1520;1520_1522;4249_4251,357276.1035:2165_2167;5295_5296;5296_5298;5610_5612,357276.1035:4947_4949;4949_4951;4956_4957;4957_4959;4964_4966,357276.1035:4966_4968;4968_4969,357276.1035:5079_5081;5081_5083;5138_5140,357276.1035:52_54;54_55;55_57;64_65;65_67;67_69,357276.1035:254_256;257_259;4892_4894,357276.1035:352_354,357276.1035:1432_1433,357276.1035:1433_1435,357276.1035:1424_1426,357276.1035:275_277;277_278,357276.1035:4731_4732;4732_4734;4734_4735;4735_4737;4739_4741,357276.1035:3569_3570,357276.1035:3467_3469;3469_3471,357276.1035:4888_4890,357276.1035:1230_1232,1150298.2613:2722_2724;2724_2726;2731_2732;2733_2734;2734_2735,1150298.2613:3580_3583;3583_3584,1150298.2613:3578_3579,1150298.2613:3579_3580,1150298.2613:2083_2085,1150298.2613:455_457,1150298.2613:718_719;719_721,1150298.2613:695_696,1150298.2613:2437_2438,1150298.2613:859_860,1150298.2613:860_862,1150298.2613:2119_2120,1150298.2613:3421_3422,1150298.2613:2343_2347;3412_3413,1150298.2613:1160_1161,1150298.2613:3187_3197,1150298.2613:3414_3416,1150298.2613:3416_3417,1150298.2613:3596_3597,1150298.2613:1439_1443,1150298.2613:1448_1449,1150298.2613:2341_2342,1150298.2613:1613_1615;1615_1616,1150298.2613:2162_2164,1150298.2613:2457_2458,1150298.2613:461_464;2438_2447;2513_2516,1150298.2613:2447_2448,1150298.2613:453_454,1150298.2613:621_623,1150298.2613:2747_2748;2748_2749,1150298.2613:390_398,1150298.2613:2027_2032,1150298.2613:2032_2041,1150298.2613:2342_2343,1150298.2613:698_699,1150298.2613:2448_2450,1150298.2613:2502_2503,1150298.2613:398_408,1150298.2613:422_423,1150298.2613:423_425;425_426,1150298.2613:411_415,1150298.2613:408_410;415_417,1150298.2613:417_418,1150298.2613:410_411,1150298.2613:1162_1175;1181_1185;2026_2027;2041_2046,1150298.2613:1175_1181,1150298.2613:2125_2126;2126_2128;2128_2130,1150298.2613:2501_2502;2507_2508,1150298.2613:2503_2504,1150298.2613:2504_2505,1150298.2613:2025_2026,1150298.2613:2476_2477;2480_2482,1150298.2613:2477_2480,1150298.2613:2482_2484,1150298.2613:2484_2485,1150298.2613:2497_2498,1150298.2613:2096_2098;2098_2101,1150298.2613:2090_2091,1150298.2613:13_14,1150298.2613:2130_2138,1150298.2613:2139_2140;2140_2141;2142_2143,1150298.2613:705_717,1150298.2613:2760_2761,1150298.2613:2761_2763,39488.252:2948_2949,39488.252:2952_2953,39488.252:1807_1808,39488.252:2942_2944;3415_3416,39488.252:3413_3414,39488.252:3414_3415,39488.252:2936_2937,39488.252:2944_2945,39488.252:2945_2948,39488.252:1469_1473;3412_3413,39488.252:1468_1469,39488.252:1473_1475,39488.252:1475_1476,39488.252:2515_2516,39488.252:2516_2521,39488.252:3402_3404,39488.252:3410_3412,39488.252:2556_2557;3418_3420,39488.252:2551_2556,39488.252:2636_2637,39488.252:1467_1468,39488.252:2627_2632;2635_2636,39488.252:2585_2593,39488.252:2625_2627,39488.252:2475_2483,39488.252:2919_2921,39488.252:3417_3418,39488.252:2139_2140,39488.252:2140_2141,39488.252:2141_2142,39488.252:3451_3453,39488.252:3449_3451;3455_3456,39488.252:2928_2929,39488.252:2935_2936,39488.252:3453_3455,39488.252:1985_1986,39488.252:2930_2933,39488.252:1988_1989,39488.252:2924_2927,39488.252:2109_2111,39488.252:2937_2938,39488.252:2923_2924,39488.252:2938_2939,39488.252:2112_2113,39488.252:1984_1985,39488.252:1987_1988,39488.252:292_293,39488.252:2610_2611;2619_2622,39488.252:2557_2559;2561_2566;2597_2600;2608_2610;2611_2615;2633_2635,39488.252:2101_2102,39488.252:1494_1495;2132_2133;2137_2139,39488.252:3416_3417,39488.252:2159_2160,39488.252:2510_2511,39488.252:1986_1987,39488.252:2133_2137;2922_2923,39488.252:2934_2935,39488.252:2939_2942,39488.252:1495_1496;2123_2125;2949_2952,39488.252:1476_1479,39488.252:1479_1480,45851.820:461_466;1583_1586,45851.820:43_44;1700_1701;2196_2201;2201_2204
SRR6451254,-1.6996990792538618,-1.3312904791014035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.470177311281939,-0.1635141285320066,,,,,,,,,,,,,,,,,,,,,,4.02131765464983,19.214852851023775,,-1.3263009255545133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3961190780559763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6451255,-1.6379300997101924,-0.0984210103756374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8458310662251793,,,,,,,,,,,,,,,,,,,,,,,-1.5320385274090766,-1.5320496950463771,-1.2008291485562794,-0.0179629025937208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864203419916167,,,,,,,,-0.424186810870855,68.85818730103303,28.917192947551257,23.688024191817476,22.391508108969745,25.150178930365456,1.665932919009754,1.5025680547918794,9.03064548371791,0.0721680079711731,0.8002670744015847,4.193136541330348,-1.311539305177876,-0.200713520049854,91.399473656862,-0.7294927908074524,27.561889050212947,20.697473683915124,10.686438123429772,4.3349917283659405,25.219325876813276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6451256,,32.388732550247916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.494208423434006,-2.7538919682240013,,,,,,,,,,,,,,,,,,,,,,9.008582596867692,-2.010066854462307,-1.1568001202537754,-1.5828627562631292,-2.7681655339204,4.66336956452561,3.7652773459876743,5.7513469595543665,-2.470728398875048,-1.7921424019103276,4.01543622578886,1.1419307872776192,0.1479939224093567,1.6175509034097408,0.1977444595063644,0.7072916096071424,0.5823942088604837,2.0696051944879974,2.664823139896727,-0.2227803681624834,0.525826022422638,-2.2043233244455314,-1.9732226365735404,6.236317446588092,-1.9732685403006789,-1.375992774797776,1.1822906084075224,-0.8867412285942636,-1.592491844099214,8.46393235847382,11.175617804825936,4.191796675481152,16.833543147956455,3.2478098301902056,10.453779278788843,15.696351996485594,7.201554346346618,17.12092912781554,2.39538483547743,-1.1499235416457676,,,,,,,,-2.081777761470543,37.13531829804078,-2.6467327172753294,1.0630718697733104,0.0748374379978567,1.008037642565135,1.17148854224634,0.4857190619190845,13.546340124664647,1.2703022296608937,0.9287926428694931,3.8001089429855215,172.90661243193938,117.57529167769142,5.585740256556144,-5.062187741911129,-5.287165413523544,-2.0398227174141583,-3.478597459018927,-5.042190102545213,-4.9125830915552235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6451257,-1.6899537981891448,-1.444550468091694,-0.7906999710361107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.050505817940798,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9253047233363112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5068407850734016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6451258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3258250166937833,,-6.23648325731759,-6.729800653488272,-6.518361097776115,-6.602130111879644,-6.507726145510763,-3.459180139002235,-6.590019760028638,-6.807305441126313,-6.518361097776115,-6.729800653488272,-6.518361097776115,-6.23648325731759,-6.606971343998149,-6.606971343989549,-6.363376879163459,-6.518361097776115,-6.602130111879644,-6.606971343998149,-6.23648325731759,-6.604153602330649,-6.23648325731759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6451259,-1.1193745641088932,-0.0656340452802788,22.546656098368732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3563860059503612,-2.451474298313128,-2.103338179740459,-5.599838356785429,0.9542414091974988,-4.29533857893136,-3.303573719310319,7.065559990791994,-4.086077292580195,-4.7800002705947415,-4.177761514202637,-0.5817065490408778,-4.11104182449477,-1.338903599623168,-4.404868216444331,-4.982406930206509,3.719205709075858,2.1513136846326346,4.1677215749587875,-4.575523156574354,-2.103338179740459,-3.3559614048709334,-1.1840515903307145,,,-1.107319050907981,-1.9585389470086576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3381303868556504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6451260,-0.3961627575117959,,-1.8725635092179491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2389875853981465,-2.026625550769892,,,,,,,,,,,,,,,,,,,,,,0.0811263168136822,2.6614252123559545,-1.0950481233699132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.722562595860776,61.70336781523229,14.858230580351456,22.417294050594656,5.02660506626263,7.88214321708807,2.6164025005544778,2.5992799372431543,23.27978425906189,21.189369108304515,45.660724822583155,8.912399783491582,-1.836240812124958,-0.0361132433918993,-1.80433265925569,32.733203727318845,-1.4400998543424726,25.17654839230079,48.13542567748235,25.301731756704086,-1.616139310540674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6451261,-1.3185052539811883,-1.9370525054152707,-1.2214446666046266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4621600474983808,,-1.997081929526825,-6.930922968194788,-6.917922243969454,-6.834469132216049,-6.802635866516479,-6.85985019384948,-7.504414722817727,-5.835715167357523,-5.54315388900894,-6.070686189010247,-6.8327273274759355,-2.0593968015559927,-6.419417123732712,-4.511037234492639,-7.114899850899949,-6.917922243969454,-6.847202438495877,-6.847202438495877,-2.0593968015559927,-5.0263396404804315,-2.0593968015559927,-0.7077234102853521,-1.395547168113079,,-1.318540132347121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3834490850544058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6451262,0.5155479549691012,-1.166624210430158,-1.048970261338297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0859407275941797,,-4.357240417215129,-5.7253873455012885,6.443653404416753,-5.294383234895932,-4.835511758031143,-3.5154871368951683,-6.0684671033507955,4.707994049087236,-5.659177271055323,1.2130822161683104,-5.6076617296947555,-4.444158080443895,-1.4400948807483178,-4.592677994792079,1.4907017748880786,0.736260746645205,-5.359936303019473,-5.042806132854065,-2.1343195566250115,-2.3810240434998837,-5.077828315745969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3772415233783817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6451662,4.382018667995715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2520497342674777,-1.483941555517147,-1.77168476154528,-1.81043165328889,0.957772688007533,-1.9338040624911932,6.7242662917820715,6.236937588971647,6.125393854105897,12.039716187735818,3.397366974765723,-2.09145791073202,-2.0057304533224323,-1.459790875602912,-1.882283363927206,-1.4591270823681288,77.60241401606723,25.2487867690622,6.119335612007521,0.602788929666898,-1.1326794089261838,0.3232520386489453,-0.4226734615716325,,,,-1.781577438343143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.411092672196641,,,,,,-0.696538281487829,,2.625801411569505,16.961465144777137,0.4039006299381427,1.8276199151279464,3.8598918104712254,3.7151555530110656,5.062867550290636,4.1256316771927715,28.45294158056367,4.050520010504838,1.529068310272606,5.018461587805682,-2.0141006850861003,-2.2496657820485093,-2.2496657820485093,-0.5359961763896375,16.578854888181006,-0.6695585801574974,1.5553707363728413,-1.0167531384575856,0.5083289788336613,0.071954498508407,8.167445530010141,3.1945299961158,-0.3530765365190512,2.4425179901238017,1.4099987664446267,1.9396533584323432,0.0073015586636337,-0.0465207446671426,2.218716162201962,0.8941042960412555,-0.0731627676031703,-0.1120793859732031,1.9075695523229752,-1.0229171994478408,21.533661351534917,1.3642724517511955,-0.6398827424655049,0.5099816441394317,-1.4475736937695427,-1.2901242896237342,1.3128209612959092,1.4594209021886184,3.5265644167835393,1.9804268398230276,5.015250815882212,0.1991160799499224,1.5192785702217322,1.7299551066986332,1.8499017500037904,12.469535197146447,11.997440546476549,9.066475435541216,6.656810825527415,-0.48694187152716,-1.204414760502799,0.3124539762109377,10.53007382888802,0.6336438689836019,2.604472286596343,4.049315477774061,7.311987234958509,0.3368233887366651,-0.3171985653503706,3.9572479687265703,-0.9709045951857822,1.6586188019671413,3.329504245063059,5.924064723043831,3.7036426369000286,0.992152300365431,21.449577985304977,5.667331495054571,3.641410860637533,4.594738211548268,7.380794937674871,15.37528766327733,6.696664929293803,3.3883296461438612,14.072357982706915,2.83706642274951,1.8740766624704288,5.153757537482646,-0.7826491783278788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
